App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Descargas,Descargas2,Categoria,tamaño,tamaño2,Gratuito,tipo_contenido,Genero1,dias_sin_actualizar,meses_sin_actualizar,grupomeses,version_actual,grupoversiones,version_android,Genero2,media_inst_grp_ver,mediana_inst_grp_ver,med_versandroid
Voice changer with effects,FAMILY,4.2,1260903.0,8.7M,50000000,Free,0.0,Everyone,Entertainment,2018-08-02,3.4.8,4.1 and up,16.0,5.0,12.0,8700.0,2.0,1.0,1.0,17,2086,70.0,5.0,3,1.0,9,2.6990131578947367,3,3,3.0
The Video Messenger App,SOCIAL,4.4,1200.0,2.8M,100000,Free,0.0,Everyone,Social,2018-08-02,0.1.1,4.1 and up,11.0,3.0,23.0,2800.0,6.0,1.0,1.0,26,2086,70.0,5.0,0,0.0,9,2.9078947368421053,2,2,3.0
AC Remote for Samsung - NOW FREE,TOOLS,3.7,566.0,27M,100000,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2 and up,11.0,3.0,13.0,27000.0,4.0,1.0,1.0,15,2089,70.0,5.0,6,2.0,8,2.66,4,4,3.0
AE Solitaire,GAME,4.3,1776.0,26M,50000,Free,0.0,Everyone,Card,2018-01-04,2.3.4,4.0.3 and up,10.0,2.0,30.0,26000.0,4.0,1.0,1.0,29,2296,77.0,3.0,2,1.0,7,3.058139534883721,3,3,2.0
iSmart DV,VIDEO_PLAYERS,3.6,5692.0,31M,1000000,Free,0.0,Everyone,Video Players & Editors,2018-07-27,R1.4.14.B1.4,4.1 and up,13.0,4.0,26.0,31000.0,4.0,1.0,1.0,33,2092,70.0,5.0,100,2.0,9,3.3275862068965516,4,4,3.0
Have your say on Europe,COMMUNICATION,3.8,19.0,21M,500,Free,0.0,Everyone,Communication,2018-04-19,1.1.0,4.1 and up,6.0,0.0,21.0,21000.0,3.0,1.0,1.0,24,2191,73.0,2.0,1,0.0,9,2.889502762430939,2,2,3.0
Dialer theme G Black Gold,PERSONALIZATION,4.2,33.0,857k,500,Paid,1.49,Everyone,Personalization,2016-01-01,2,4.0 and up,6.0,0.0,7.0,857.0,6.0,0.0,1.0,9,3030,101.0,0.0,2,1.0,6,2.373076923076923,3,3,3.0
Moto Fighter 3D,GAME,3.9,85410.0,39M,10000000,Free,0.0,Everyone 10+,Racing,2017-09-20,20170920,4.1 and up,15.0,5.0,30.0,39000.0,4.0,1.0,5.0,46,2402,80.0,1.0,20,1.0,9,3.872093023255814,3,3,3.0
Council Voting Calculator,COMMUNICATION,3.9,33.0,3.4M,5000,Free,0.0,Everyone,Communication,2017-01-06,2.3.0,4.1 and up,8.0,1.0,21.0,3400.0,6.0,1.0,1.0,24,2659,89.0,3.0,2,1.0,9,2.889502762430939,3,3,3.0
Background Changer & Eraser,PHOTOGRAPHY,4.0,2076.0,11M,500000,Free,0.0,Teen,Photography,2018-05-21,"2,5",4.1 and up,12.0,3.0,29.0,11000.0,2.0,1.0,3.0,43,2159,72.0,4.0,2,1.0,9,3.6265060240963853,3,3,3.0
Socrative Teacher,EDUCATION,3.9,1239.0,1.8M,100000,Free,0.0,Everyone,Education,2016-07-29,4.4.1,3.2 and up,11.0,3.0,31.0,1800.0,6.0,1.0,1.0,3,2820,94.0,2.0,4,2.0,2,2.057603686635945,4,4,2.0
"Please, Don't Touch Anything",FAMILY,4.4,1771.0,46M,10000,Paid,4.99,Teen,Puzzle,2016-04-20,1.1.0,2.3 and up,9.0,2.0,12.0,46000.0,5.0,0.0,3.0,35,2920,97.0,1.0,1,0.0,12,3.361963190184049,2,2,3.0
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200.0,25M,1000000,Free,0.0,Everyone,House & Home,2018-07-16,4.5.15,5.0 and up,13.0,4.0,25.0,25000.0,3.0,1.0,1.0,30,2103,70.0,5.0,4,2.0,10,3.1666666666666665,4,4,3.0
PPS Online,PARENTING,4.6,37.0,16M,10000,Free,0.0,Everyone,Parenting,2018-07-09,"3,19",4.0.3 and up,9.0,2.0,19.0,16000.0,3.0,1.0,1.0,22,2110,70.0,5.0,3,1.0,7,2.7755102040816326,3,3,2.0
Public Service CU Mobile,FINANCE,2.0,314.0,35M,10000,Free,0.0,Everyone,Finance,2017-03-14,6.5.32-prod,4.2 and up,9.0,2.0,8.0,35000.0,4.0,1.0,1.0,10,2592,86.0,1.0,6,2.0,8,2.4,4,4,3.0
MiniInTheBox Online Shopping,SHOPPING,3.9,34171.0,Varies with device,1000000,Free,0.0,Everyone,Shopping,2018-07-24,Varies with device,Varies with device,13.0,4.0,27.0,0.0,6.0,1.0,1.0,37,2095,70.0,5.0,100,2.0,13,3.3933333333333335,4,4,4.0
The Secret Daily Teachings,LIFESTYLE,4.3,206.0,32M,1000,Paid,4.99,Everyone,Lifestyle,2018-02-11,14,4.0.3 and up,7.0,1.0,3.0,32000.0,4.0,0.0,1.0,4,2258,75.0,2.0,14,1.0,7,2.1333333333333333,3,3,2.0
Flight Simulator X 2016 Free,FAMILY,3.8,44636.0,Varies with device,1000000,Free,0.0,Everyone,Simulation,2017-01-23,Varies with device,Varies with device,13.0,4.0,12.0,0.0,6.0,1.0,1.0,34,2642,88.0,0.0,100,2.0,13,3.350515463917526,4,4,4.0
Photo Background Changer 2018 - Blur Background,LIFESTYLE,3.7,34079.0,9.2M,5000000,Free,0.0,Everyone,Lifestyle,2018-05-21,Arrow-202,4.1 and up,14.0,4.0,3.0,9200.0,2.0,1.0,1.0,4,2159,72.0,4.0,100,2.0,9,2.1333333333333333,4,4,3.0
Moon+ Reader,BOOKS_AND_REFERENCE,4.4,233757.0,Varies with device,10000000,Free,0.0,Everyone,Books & Reference,2018-05-01,Varies with device,Varies with device,15.0,5.0,6.0,0.0,6.0,1.0,1.0,6,2179,73.0,2.0,100,2.0,13,2.25,4,4,4.0
Family convenience store FamilyMart,LIFESTYLE,3.3,9663.0,19M,1000000,Free,0.0,Everyone,Lifestyle,2018-07-16,Version:6.97,4.4 and up,13.0,4.0,3.0,19000.0,3.0,1.0,1.0,4,2103,70.0,5.0,100,2.0,11,2.1333333333333333,4,4,3.0
GO Launcher EX UI5.0 theme,PERSONALIZATION,4.3,111634.0,13M,5000000,Free,0.0,Everyone,Personalization,2014-05-26,"2,08",2.0 and up,14.0,4.0,7.0,13000.0,2.0,1.0,1.0,9,3615,120.0,0.0,2,1.0,2,2.373076923076923,3,3,2.0
B.GOOD,FOOD_AND_DRINK,2.9,155.0,20M,10000,Free,0.0,Everyone,Food & Drink,2018-04-04,4.94.19,4.1 and up,9.0,2.0,24.0,20000.0,3.0,1.0,1.0,28,2206,74.0,1.0,4,2.0,9,3.013157894736842,4,4,3.0
WAH 247,MEDICAL,0.0,0.0,29M,1,Free,0.0,Everyone,Medical,2018-07-20,300000.1.11,4.0.3 and up,1.0,0.0,0.0,29000.0,4.0,1.0,1.0,0,2099,70.0,5.0,30,0.0,7,1.3285198555956679,2,2,2.0
Rail Planner Eurail/Interrail,MAPS_AND_NAVIGATION,4.2,3596.0,31M,1000000,Free,0.0,Everyone,Maps & Navigation,2018-06-15,3.0.1 (70),4.0 and up,13.0,4.0,18.0,31000.0,4.0,1.0,1.0,21,2134,71.0,4.0,3,1.0,6,2.7752293577981653,3,3,3.0
DB for Hustle Castle,FAMILY,4.8,21.0,49M,1000,Free,0.0,Everyone,Role Playing,2018-07-04,"1,1",4.1 and up,7.0,1.0,12.0,49000.0,5.0,1.0,1.0,36,2115,70.0,5.0,1,0.0,9,3.391891891891892,2,2,3.0
FNH Payment Info,COMMUNICATION,0.0,0.0,2.1M,10,Free,0.0,Everyone,Communication,2018-03-17,"1,3",4.0.3 and up,3.0,0.0,21.0,2100.0,6.0,1.0,1.0,24,2224,74.0,1.0,1,0.0,7,2.889502762430939,2,2,2.0
DK Live - Sports Play by Play,SPORTS,3.9,255.0,19M,100000,Free,0.0,Everyone,Sports,2018-05-22,2.1.4,4.4 and up,11.0,3.0,20.0,19000.0,3.0,1.0,1.0,23,2158,72.0,4.0,2,1.0,11,2.823529411764706,3,3,3.0
Q Remote Control,TOOLS,3.8,4264.0,14M,500000,Free,0.0,Everyone,Tools,2014-07-12,2.6.1,2.3 and up,12.0,3.0,13.0,14000.0,3.0,1.0,1.0,15,3568,119.0,2.0,2,1.0,12,2.66,3,3,3.0
"CoinMarketApp - CryptoCurrency Portfolio, News,ICO",FINANCE,4.7,20535.0,Varies with device,500000,Free,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device,12.0,3.0,8.0,0.0,6.0,1.0,1.0,10,2088,70.0,5.0,100,2.0,13,2.4,4,4,4.0
"Police Lights, Sirens & Follow Me",AUTO_AND_VEHICLES,4.5,737.0,8.9M,100000,Free,0.0,Everyone,Auto & Vehicles,2018-06-08,2.3.5.1,4.1 and up,11.0,3.0,9.0,8900.0,2.0,1.0,1.0,11,2141,71.0,4.0,2,1.0,9,2.4857142857142858,3,3,3.0
DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314.0,2.6M,50000,Free,0.0,Everyone,Books & Reference,2016-10-24,6.0.0,4.0.3 and up,10.0,2.0,6.0,2600.0,6.0,1.0,1.0,6,2733,91.0,3.0,6,2.0,7,2.25,4,4,2.0
PAY DT,BUSINESS,0.0,0.0,5.3M,1,Free,0.0,Everyone,Business,2018-02-06,1.1.0,4.0 and up,1.0,0.0,2.0,5300.0,1.0,1.0,1.0,2,2263,75.0,2.0,1,0.0,6,1.6111111111111112,2,2,3.0
San Dimas AH,MEDICAL,0.0,0.0,29M,100,Free,0.0,Everyone,Medical,2018-02-18,300000.0.97,4.0.3 and up,5.0,0.0,0.0,29000.0,4.0,1.0,1.0,0,2251,75.0,2.0,30,0.0,7,1.3285198555956679,2,2,2.0
Z App,LIFESTYLE,2.8,405.0,25M,50000,Free,0.0,Everyone,Lifestyle,2018-06-22,4.2.45,4.4 and up,10.0,2.0,3.0,25000.0,3.0,1.0,1.0,4,2127,71.0,4.0,4,2.0,11,2.1333333333333333,4,4,3.0
Alpha Bank CY,FINANCE,4.7,39.0,20M,1000,Free,0.0,Everyone,Finance,2018-03-20,"1,11",4.3 and up,7.0,1.0,8.0,20000.0,3.0,1.0,1.0,10,2221,74.0,1.0,1,0.0,3,2.4,2,2,2.0
Yoong: Kick 'Em Up!,SPORTS,4.3,7107.0,33M,100000,Free,0.0,Everyone,Sports,2015-12-16,1.1.1,4.0.3 and up,11.0,3.0,20.0,33000.0,4.0,1.0,1.0,23,3046,102.0,3.0,1,0.0,7,2.823529411764706,2,2,2.0
DC Super Hero Girls™,FAMILY,4.3,43090.0,95M,5000000,Free,0.0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up,14.0,4.0,12.0,95000.0,5.0,1.0,1.0,44,2120,71.0,4.0,2,1.0,6,3.6554621848739495,3,3,3.0
Special Forces Group 2,GAME,4.6,1432809.0,29M,10000000,Free,0.0,Mature 17+,Action,2018-07-29,"3,3",4.0 and up,15.0,5.0,30.0,29000.0,4.0,1.0,2.0,44,2090,70.0,5.0,3,1.0,6,3.6554621848739495,3,3,3.0
ES File Explorer,TOOLS,4.1,278.0,2.8M,100000,Free,0.0,Everyone,Tools,2018-07-02,3.1.5,4.0 and up,11.0,3.0,13.0,2800.0,6.0,1.0,1.0,15,2117,71.0,4.0,3,1.0,6,2.66,3,3,3.0
"Math Quiz Free: Grades K,1,2,3",FAMILY,4.3,159.0,13M,10000,Free,0.0,Everyone,Education;Education,2015-02-03,1,4.0 and up,9.0,2.0,12.0,13000.0,2.0,1.0,1.0,3,3362,112.0,2.0,1,0.0,6,2.057603686635945,2,2,3.0
CARDIAC CT TECHNIQUE,MEDICAL,5.0,6.0,17M,1000,Free,0.0,Everyone,Medical,2018-03-10,2,4.0.3 and up,7.0,1.0,0.0,17000.0,3.0,1.0,1.0,0,2231,74.0,1.0,2,1.0,7,1.3285198555956679,3,3,2.0
Register.ca Mobile,PRODUCTIVITY,0.0,0.0,1.2M,100,Free,0.0,Everyone,Productivity,2016-08-19,2,5.0 and up,5.0,0.0,15.0,1200.0,6.0,1.0,1.0,18,2799,93.0,1.0,2,1.0,10,2.7002237136465324,3,3,3.0
Galaxian(FC),GAME,4.5,2.0,7.8M,100,Paid,1.99,Everyone,Arcade,2015-11-13,1,2.3 and up,5.0,0.0,30.0,7800.0,2.0,0.0,1.0,42,3079,103.0,1.0,1,0.0,12,3.55188679245283,2,2,3.0
Video Wallpaper Show,VIDEO_PLAYERS,0.0,0.0,13M,500,Free,0.0,Everyone,Video Players & Editors,2018-07-26,"3,1",4.0.3 and up,6.0,0.0,26.0,13000.0,2.0,1.0,1.0,33,2093,70.0,5.0,3,1.0,7,3.3275862068965516,3,3,2.0
weight conversion calculator,TOOLS,4.0,807.0,1.8M,100000,Free,0.0,Everyone,Tools,2018-05-18,20180517,2.3 and up,11.0,3.0,13.0,1800.0,6.0,1.0,1.0,15,2162,72.0,4.0,20,1.0,12,2.66,3,3,3.0
Text free - Free Text + Call,SOCIAL,4.3,315390.0,Varies with device,10000000,Free,0.0,Everyone,Social,2018-07-26,Varies with device,Varies with device,15.0,5.0,23.0,0.0,6.0,1.0,1.0,26,2093,70.0,5.0,100,2.0,13,2.9078947368421053,4,4,4.0
Avakin Life - 3D virtual world,FAMILY,4.4,1275373.0,91M,10000000,Free,0.0,Teen,Role Playing,2018-07-03,1.021.10,4.1 and up,15.0,5.0,12.0,91000.0,5.0,1.0,3.0,36,2116,71.0,4.0,1,0.0,9,3.391891891891892,2,2,3.0
Wanelo Shopping,SHOPPING,4.6,94205.0,6.5M,1000000,Free,0.0,Everyone,Shopping,2018-06-13,5.6.8,4.4 and up,13.0,4.0,27.0,6500.0,1.0,1.0,1.0,37,2136,71.0,4.0,5,2.0,11,3.3933333333333335,4,4,3.0
Merck CE,BUSINESS,4.5,2.0,25M,100,Free,0.0,Everyone,Business,2017-02-13,1,4.1 and up,5.0,0.0,2.0,25000.0,3.0,1.0,1.0,2,2621,87.0,2.0,1,0.0,9,1.6111111111111112,2,2,3.0
BJ Bridge Pro 2018,GAME,4.4,17.0,4.8M,500,Paid,4.49,Everyone,Card,2018-05-21,6.2-pro,4.0 and up,6.0,0.0,30.0,4800.0,1.0,0.0,1.0,29,2159,72.0,4.0,6,2.0,6,3.058139534883721,4,4,3.0
Pocket Prefix Plus,COMMUNICATION,4.5,192.0,15M,10000,Free,0.0,Everyone,Communication,2018-02-12,v2.6.0,3.0 and up,9.0,2.0,21.0,15000.0,3.0,1.0,1.0,24,2257,75.0,2.0,2,1.0,2,2.889502762430939,3,3,2.0
My Style CM 13 Theme,PERSONALIZATION,4.5,314.0,11M,10000,Free,0.0,Everyone,Personalization,2016-09-08,"1,9",5.0 - 6.0,9.0,2.0,7.0,11000.0,2.0,1.0,1.0,9,2779,93.0,1.0,1,0.0,2,2.373076923076923,2,2,2.0
Kiamichi EC,TOOLS,4.6,7.0,3.9M,1000,Free,0.0,Everyone,Tools,2018-02-23,1.283.0037,2.3.3 and up,7.0,1.0,13.0,3900.0,1.0,1.0,1.0,15,2246,75.0,2.0,1,0.0,5,2.66,2,2,3.0
Ek Onkar Mantras,LIFESTYLE,4.9,82.0,5.0M,5000,Free,0.0,Everyone,Lifestyle,2016-08-07,1,4.1 and up,8.0,1.0,3.0,5000.0,1.0,1.0,1.0,4,2811,94.0,2.0,1,0.0,9,2.1333333333333333,2,2,3.0
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15.0,37M,1000,Free,0.0,Everyone,Comics,2018-06-26,2,4.0.3 and up,7.0,1.0,16.0,37000.0,4.0,1.0,1.0,19,2123,71.0,4.0,2,1.0,7,2.732075471698113,3,3,2.0
Real Madrid App,SPORTS,4.6,161423.0,73M,5000000,Free,0.0,Everyone,Sports,2018-08-01,6.5.3,5.0 and up,14.0,4.0,20.0,73000.0,5.0,1.0,1.0,23,2087,70.0,5.0,6,2.0,10,2.823529411764706,4,4,3.0
AG Subway Simulator Mobile,FAMILY,4.5,623.0,47M,5000,Paid,0.99,Everyone,Simulation,2018-06-02,1.3.0.6,4.1 and up,8.0,1.0,12.0,47000.0,5.0,0.0,1.0,34,2147,72.0,4.0,1,0.0,9,3.350515463917526,2,2,3.0
Ghouls'n Ghosts MOBILE,GAME,3.9,168.0,49M,5000,Paid,1.99,Everyone 10+,Arcade,2017-05-18,1.00.00,4.1 and up,8.0,1.0,30.0,49000.0,5.0,0.0,5.0,42,2527,84.0,0.0,1,0.0,9,3.55188679245283,2,2,3.0
Basket Manager 2017 Free,SPORTS,4.5,2710.0,4.8M,100000,Free,0.0,Everyone,Sports,2017-11-27,4,4.1 and up,11.0,3.0,20.0,4800.0,1.0,1.0,1.0,23,2334,78.0,2.0,4,2.0,9,2.823529411764706,4,4,3.0
Dungeon Hunter 5 – Action RPG,FAMILY,4.2,720685.0,51M,10000000,Free,0.0,Teen,Role Playing,2018-06-21,3.6.1a,4.0.3 and up,15.0,5.0,12.0,51000.0,5.0,1.0,3.0,36,2128,71.0,4.0,3,1.0,7,3.391891891891892,3,3,2.0
DH Texas Poker - Texas Hold'em,GAME,4.4,562345.0,Varies with device,10000000,Free,0.0,Teen,Casino,2018-07-23,Varies with device,Varies with device,15.0,5.0,30.0,0.0,6.0,1.0,3.0,31,2096,70.0,5.0,100,2.0,13,3.2580645161290325,4,4,4.0
Eurostat Country Profiles,PRODUCTIVITY,3.7,87.0,2.0M,10000,Free,0.0,Everyone,Productivity,2018-04-12,37,4.0.3 and up,9.0,2.0,15.0,2000.0,6.0,1.0,1.0,18,2198,73.0,2.0,37,2.0,7,2.7002237136465324,4,4,2.0
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833.0,Varies with device,50000000,Free,0.0,Everyone,Travel & Local,2018-07-30,Varies with device,Varies with device,16.0,5.0,22.0,0.0,6.0,1.0,1.0,25,2089,70.0,5.0,100,2.0,13,2.892857142857143,4,4,4.0
LED Flashlight,TOOLS,4.4,207706.0,4.3M,10000000,Free,0.0,Everyone,Tools,2017-07-10,"2,4",3.0 and up,15.0,5.0,13.0,4300.0,1.0,1.0,1.0,15,2474,82.0,1.0,2,1.0,2,2.66,3,3,2.0
FL Racing Manager 2018 Pro,SPORTS,4.3,340.0,15M,5000,Paid,1.99,Everyone,Sports,2018-03-17,"1,18",3.0 and up,8.0,1.0,20.0,15000.0,3.0,0.0,1.0,23,2224,74.0,1.0,1,0.0,2,2.823529411764706,2,2,2.0
English for Everyone,FAMILY,3.2,429.0,18M,10000,Free,0.0,Everyone,Education,2018-07-06,3.9.1,4.4 and up,9.0,2.0,12.0,18000.0,3.0,1.0,1.0,3,2113,70.0,5.0,3,1.0,11,2.057603686635945,3,3,3.0
S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47.0,26k,1000,Paid,4.99,Everyone,Personalization,2016-02-12,1,4.1 and up,7.0,1.0,7.0,26.0,6.0,0.0,1.0,9,2988,100.0,3.0,1,0.0,9,2.373076923076923,2,2,3.0
Blood Domination - BL Game,GAME,4.5,415.0,52M,10000,Free,0.0,Mature 17+,Adventure,2018-07-06,1.0.1,4.1 and up,9.0,2.0,30.0,52000.0,5.0,1.0,2.0,32,2113,70.0,5.0,1,0.0,9,3.292307692307692,2,2,3.0
Girly Wallpapers Backgrounds,LIFESTYLE,4.4,13565.0,3.3M,1000000,Free,0.0,Everyone,Lifestyle,2018-08-05,"2,5",4.0 and up,13.0,4.0,3.0,3300.0,6.0,1.0,1.0,4,2083,69.0,5.0,2,1.0,6,2.1333333333333333,3,3,3.0
iHunter BC,SPORTS,4.4,55.0,63M,1000,Paid,4.49,Everyone,Sports,2018-08-03,2.0.38,4.0.3 and up,7.0,1.0,20.0,63000.0,5.0,0.0,1.0,23,2085,70.0,5.0,2,1.0,7,2.823529411764706,3,3,2.0
EZ Wifi Notification,COMMUNICATION,4.3,260.0,193k,10000,Free,0.0,Everyone,Communication,2014-08-11,"1,8",2.2 and up,9.0,2.0,21.0,193.0,6.0,1.0,1.0,24,3538,118.0,0.0,1,0.0,1,2.889502762430939,2,2,2.0
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24647.0,Varies with device,1000000,Free,0.0,Everyone,Finance,2018-07-13,Varies with device,Varies with device,13.0,4.0,8.0,0.0,6.0,1.0,1.0,10,2106,70.0,5.0,100,2.0,13,2.4,4,4,4.0
Weather 14 Days,WEATHER,4.4,279917.0,Varies with device,10000000,Free,0.0,Everyone,Weather,2018-07-18,Varies with device,Varies with device,15.0,5.0,28.0,0.0,6.0,1.0,1.0,39,2101,70.0,5.0,100,2.0,13,3.4285714285714284,4,4,4.0
Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273.0,16M,5000000,Free,0.0,Everyone,Adventure;Action & Adventure,2018-07-05,"1,5",4.1 and up,14.0,4.0,12.0,16000.0,3.0,1.0,1.0,32,2114,70.0,5.0,1,0.0,9,3.292307692307692,2,2,3.0
JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,4.0,146.0,3.0M,10000,Free,0.0,Everyone,News & Magazines,2016-07-16,"2,4",2.3 and up,9.0,2.0,11.0,3000.0,6.0,1.0,1.0,14,2833,94.0,2.0,2,1.0,12,2.620320855614973,3,3,3.0
Blood Glucose Tracker,HEALTH_AND_FITNESS,4.6,9612.0,3.5M,100000,Free,0.0,Everyone,Health & Fitness,2018-05-18,1.8.12,4.4 and up,11.0,3.0,17.0,3500.0,6.0,1.0,1.0,20,2162,72.0,4.0,1,0.0,11,2.7560975609756095,2,2,3.0
Angry Birds Epic RPG,FAMILY,4.5,2634605.0,63M,10000000,Free,0.0,Everyone,Role Playing,2018-07-18,3.0.27430.4799,4.4 and up,15.0,5.0,12.0,63000.0,5.0,1.0,1.0,36,2101,70.0,5.0,3,1.0,11,3.391891891891892,3,3,3.0
tTorrent - ad free,VIDEO_PLAYERS,4.3,2976.0,Varies with device,10000,Paid,1.99,Everyone,Video Players & Editors,2018-06-15,1.5.14,4.1 and up,9.0,2.0,26.0,0.0,6.0,0.0,1.0,33,2134,71.0,4.0,1,0.0,9,3.3275862068965516,2,2,3.0
Reminder,EVENTS,4.5,7074.0,6.3M,500000,Free,0.0,Everyone,Events,2018-06-25,"1,57",4.1 and up,12.0,3.0,1.0,6300.0,1.0,1.0,1.0,1,2124,71.0,4.0,1,0.0,9,1.6046511627906976,2,2,3.0
BC iptv player,VIDEO_PLAYERS,4.4,8.0,14M,1000,Free,0.0,Everyone,Video Players & Editors,2017-10-12,Final,4.0 and up,7.0,1.0,26.0,14000.0,3.0,1.0,1.0,33,2380,79.0,2.0,100,2.0,6,3.3275862068965516,4,4,3.0
Light X - Icon Pack,PERSONALIZATION,4.6,252.0,24M,10000,Paid,0.99,Everyone,Personalization,2018-06-13,1.6.1,4.1 and up,9.0,2.0,7.0,24000.0,3.0,0.0,1.0,9,2136,71.0,4.0,1,0.0,9,2.373076923076923,2,2,3.0
DM airdisk,TOOLS,2.8,11.0,11M,1000,Free,0.0,Everyone,Tools,2016-08-05,1.7.2,3.0 and up,7.0,1.0,13.0,11000.0,2.0,1.0,1.0,15,2813,94.0,2.0,1,0.0,2,2.66,2,2,2.0
EA SPORTS UFC®,SPORTS,4.5,2371338.0,37M,50000000,Free,0.0,Teen,Sports,2017-07-24,1.9.3097721,2.3.3 and up,16.0,5.0,20.0,37000.0,4.0,1.0,3.0,23,2460,82.0,1.0,1,0.0,5,2.823529411764706,2,2,3.0
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291.0,7.2M,100000,Free,0.0,Teen,Adventure,2014-05-24,2,2.2 and up,11.0,3.0,30.0,7200.0,2.0,1.0,3.0,32,3617,121.0,2.0,2,1.0,1,3.292307692307692,3,3,2.0
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922.0,40M,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0 and up,18.0,5.0,21.0,40000.0,4.0,1.0,3.0,24,2086,70.0,5.0,12,2.0,6,2.889502762430939,4,4,3.0
Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930.0,3.3M,500000,Free,0.0,Everyone,Video Players & Editors,2018-07-26,1.1.7,4.0.3 and up,12.0,3.0,26.0,3300.0,6.0,1.0,1.0,33,2093,70.0,5.0,1,0.0,7,3.3275862068965516,2,2,2.0
High School Simulator 2017,FAMILY,4.2,123136.0,80M,5000000,Free,0.0,Mature 17+,Simulation,2018-06-25,1,4.0 and up,14.0,4.0,12.0,80000.0,5.0,1.0,2.0,34,2124,71.0,4.0,1,0.0,6,3.350515463917526,2,2,3.0
iFORA BP,MEDICAL,3.4,18.0,45M,1000,Free,0.0,Everyone,Medical,2018-06-05,1.2.4,2.3.3 and up,7.0,1.0,0.0,45000.0,4.0,1.0,1.0,0,2144,71.0,4.0,1,0.0,5,1.3285198555956679,2,2,3.0
Coloring Book at Five Nights,FAMILY,4.0,532.0,6.5M,100000,Free,0.0,Everyone,Educational,2017-06-06,"1,6",2.3 and up,11.0,3.0,12.0,6500.0,1.0,1.0,1.0,27,2508,84.0,0.0,1,0.0,12,2.9152542372881354,2,2,3.0
OvuView: Ovulation and Fertility,HEALTH_AND_FITNESS,4.5,40296.0,Varies with device,1000000,Free,0.0,Everyone,Health & Fitness,2018-06-15,Varies with device,Varies with device,13.0,4.0,17.0,0.0,6.0,1.0,1.0,20,2134,71.0,4.0,100,2.0,13,2.7560975609756095,4,4,4.0
CF GeneE,MEDICAL,4.3,16.0,40M,1000,Free,0.0,Everyone,Medical,2018-05-31,5.0.0,4.0 and up,7.0,1.0,0.0,40000.0,4.0,1.0,1.0,0,2149,72.0,4.0,5,2.0,6,1.3285198555956679,4,4,3.0
U of I Community Credit Union,FINANCE,3.7,52.0,13M,5000,Free,0.0,Everyone,Finance,2018-05-04,4.16.10,4.4 and up,8.0,1.0,8.0,13000.0,2.0,1.0,1.0,10,2176,73.0,2.0,4,2.0,11,2.4,4,4,3.0
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110.0,6.8M,1000000,Free,0.0,Everyone,Maps & Navigation,2018-07-24,"4,3",5.0 and up,13.0,4.0,18.0,6800.0,1.0,1.0,1.0,21,2095,70.0,5.0,4,2.0,10,2.7752293577981653,4,4,3.0
"The Ledger - Lakeland, Florida",NEWS_AND_MAGAZINES,4.6,89.0,5.7M,5000,Free,0.0,Everyone,News & Magazines,2018-02-17,5,4.4 and up,8.0,1.0,11.0,5700.0,1.0,1.0,1.0,14,2252,75.0,2.0,5,2.0,11,2.620320855614973,4,4,3.0
Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303.0,44M,10000,Free,0.0,Teen,Entertainment,2017-12-14,1.2.3,4.2 and up,9.0,2.0,32.0,44000.0,4.0,1.0,3.0,17,2317,77.0,3.0,1,0.0,8,2.6990131578947367,2,2,3.0
Learn C++,EDUCATION,4.6,73404.0,5.3M,1000000,Free,0.0,Everyone,Education,2017-12-25,4.5.2,4.0 and up,13.0,4.0,31.0,5300.0,1.0,1.0,1.0,3,2306,77.0,3.0,4,2.0,6,2.057603686635945,4,4,3.0
Theme eXp - Black Z Light,PERSONALIZATION,4.3,29540.0,4.3M,1000000,Free,0.0,Everyone,Personalization,2016-06-15,2,5.0 and up,13.0,4.0,7.0,4300.0,1.0,1.0,1.0,9,2864,95.0,3.0,2,1.0,10,2.373076923076923,3,3,3.0
Toca Life: City,EDUCATION,4.7,31085.0,24M,500000,Paid,3.99,Everyone,Education;Pretend Play,2018-07-06,1.5-play,4.4 and up,12.0,3.0,31.0,24000.0,3.0,0.0,1.0,3,2113,70.0,5.0,1,0.0,11,2.057603686635945,2,2,3.0
